,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
382,hasangazali kasihan muda mental bayaran,8e-06,2.7e-05,2.6e-05,3e-05,1.5e-05,Sadness
383,hatakosuke makasih langsung kena mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
384,hatersrajini thebeastvijay navijay imzmw neya periya mental punda thannda mentalonn,0.2,0.2,0.2,0.2,0.2,Neutral
385,havialifa fandom siapkan mental fans tim medioker,0.2,0.2,0.2,0.2,0.2,Neutral
386,hayallangue hidup isinya haha hihi kena mental wkwkwk,0.2,0.2,0.2,0.2,0.2,Neutral
387,hayhaybuyursunn benim mental ortalama njmifzc,0.2,0.2,0.2,0.2,0.2,Neutral
388,hayoueg kak hayoung sensitive content takut bikin mental kakak unstabble,0.0,0.0,0.0,0.0,0.0,
389,hazukikaze main tkt kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
390,hazyaether subbasepmf fun musuhnya mental senang liat musuh pental xad xad,0.061406,0.019062,0.018281,0.018594,0.0175,Happiness
391,heesueeng ada mamat oppa tuh burung kena mental duluan ownernya yeee ditanyaa xad,0.2,0.2,0.2,0.2,0.2,Neutral
392,heheboyyyyy idextratime merasakan kakak pegangan mental,0.2,0.2,0.2,0.2,0.2,Neutral
393,heheboyyyyy oktafianlfc idextratime aman mental bos merasakan,3e-06,1e-06,1e-06,1e-06,1e-06,Happiness
394,heheboyyyyy oktafianlfc idextratime merasakan kelam bro mental aman wkwk,1e-06,0.0,0.0,0.0,0.0,Happiness
395,henyper kumiatiw babydolphintm apalag ngamoknya netijen bebal marah kuat mental mah kjcu ymyk,0.16625,0.4375,0.34125,0.3825,0.3025,Anger
396,heraloebss hasil revolusi mental raja kodok bangkong blegug,0.2,0.2,0.2,0.2,0.2,Neutral
397,herdikajohan aremani sing kenek mental awakmu mbel jelek asuroboyo anake lonte dolly produk kondo dxcwww,0.2,0.2,0.2,0.2,0.2,Neutral
398,herly sahada coachjustinl fase gugur mengandalkan mental dibanding skill,0.2,0.2,0.2,0.2,0.2,Neutral
399,hermanalimin mental,0.2,0.2,0.2,0.2,0.2,Neutral
400,hermans cepoe eka cau terkadang tuduhan lakukan akn merusak mental kudapa dzjgadvq,0.041563,0.109375,0.085312,0.095625,0.075625,Anger
401,hermawan elank nthaaannnn coachjustinl mental champions league nga bohong,0.2,0.2,0.2,0.2,0.2,Neutral
402,hermawan elank coachjustinl when dikatain miskin taktik mental bagus still win the game,0.2,0.2,0.2,0.2,0.2,Neutral
403,herwandkputra lawan nya kelas mentality ucl inter benahi mental bermain kurangi ink kpavj bxo,0.2,0.2,0.2,0.2,0.2,Neutral
404,heukkar persiapkan mental storage kar hahahaha,0.2,0.2,0.2,0.2,0.2,Neutral
405,hhendraaremania aremafcofficial mental tempe manja,0.2,0.2,0.2,0.2,0.2,Neutral
406,hhoperighthere persiapkan mental takut plss xad xad,0.0,0.0,0.0,0.0,0.0,
407,hisyammochtar efek revolusi mental rezim ebong bisanya hanya bikin rakyat susah mental penjajah bangsa dzholim,1e-05,8e-06,9e-06,1e-05,1.1e-05,Disgust
408,hitakata sumpah berdoa semoga mental kuat xba xba,0.2,0.2,0.2,0.2,0.2,Neutral
409,hitemantemanku kuat merusak mental,0.020781,0.054688,0.042656,0.047813,0.037812,Anger
410,hjngchsk ramah kaum mental yupi,0.2,0.2,0.2,0.2,0.2,Neutral
411,hlowbitchj mental nebak saja ,0.2,0.2,0.2,0.2,0.2,Neutral
412,hnaecan kesal rep sender kena mental kaya mental bully adik umur segitu ojc lmhb,0.2,0.2,0.2,0.2,0.2,Neutral
413,hnamyzonee liwat mental gymnastics kun dkhlti rask kima khas ykon maknach anwslo lhad lmwasl aslan dvkn xof,0.2,0.2,0.2,0.2,0.2,Neutral
414,hnurwahid mohmahfudmd jokowi partai berisik islam anut merusak mental bangsa,0.178945,0.384922,0.186914,0.185703,0.190703,Anger
415,howoozistt mental breakdown ada senang video nya,0.030703,0.009531,0.009141,0.009297,0.00875,Happiness
416,hujandisenja kaya kursus kepribadian loh duh pulang susah membangun mental kay hmeepbshit,5e-06,4e-06,4e-06,5e-06,5e-06,Happiness
417,hujandisenja owner kena mental tuh diginiin disuruh kursus kepribadian wkwk gkww,0.2,0.2,0.2,0.2,0.2,Neutral
418,humming moonz cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,6.3e-05,1.9e-05,2.2e-05,2e-05,1.6e-05,Happiness
419,humormasyarakat bahagia rugi duit mental perkara rjrrzgyrru,0.001797,0.007148,0.00625,0.007207,0.006797,Sadness
420,hwaitanirou loh sakit mental,0.2,0.2,0.2,0.2,0.2,Neutral
421,hwamarseu dwiputii semester memperbaiki mental,0.0255,0.008375,0.01125,0.008188,0.0095,Happiness
422,hwamarseu othersideszc semester merusak mental,0.005195,0.013672,0.010664,0.011953,0.009453,Anger
423,hwanglonjwiin twit china line astagfirullah kenak mental,0.2,0.2,0.2,0.2,0.2,Neutral
424,hwangmetii nangiss meti nge tag kuatin mental,0.2,0.2,0.2,0.2,0.2,Neutral
425,hwankith yhuyun peduli mental kesehatan,0.2,0.2,0.2,0.2,0.2,Neutral
426,hwanraacoty cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,3.1e-05,9e-06,1.1e-05,1e-05,8e-06,Happiness
427,hwanraacoty mental sih xad xad xad xad,0.2,0.2,0.2,0.2,0.2,Neutral
428,hwatteokiseuu mental gmnhh,0.2,0.2,0.2,0.2,0.2,Neutral
429,hybayiiiii worksfess mental kakak teruji whaha tips kuat mental,0.2,0.2,0.2,0.2,0.2,Neutral
430,hydrogenblog wordfangs irv irvankarta bangsat sekolah bahas mental kesehatan xlnlqije,0.2,0.2,0.2,0.2,0.2,Neutral
431,hyemhyemuw butuhkan libur nyiapin mental alias mental kena brou,0.2,0.2,0.2,0.2,0.2,Neutral
432,hyeoksshi vngsyutttt ngedrop grup sapaaakk woyyy mental xad xad,0.2,0.2,0.2,0.2,0.2,Neutral
433,hyerenn mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
434,hykepobgtu mental murid kuat xbb,0.2,0.2,0.2,0.2,0.2,Neutral
435,hymarkleeu siapkan mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
436,hyoismygf overall mental berbicara,0.2,0.2,0.2,0.2,0.2,Neutral
437,ibrahimpln mental psikiater dengerin lagu wkwkwkwk,0.2,0.2,0.2,0.2,0.2,Neutral
438,icatzhoon catzyjw takas mental,0.2,0.2,0.2,0.2,0.2,Neutral
439,iceecreamfeast basukiarr ruangtaktik iya manatau manatau wkwk top berani pres anfield mental sdhb abjis,0.2,0.2,0.2,0.2,0.2,Neutral
440,icetehmaniss puingbumi sdenta ibunya kudu mental ngadepin bayinya siapkan mental menghadapi suam ziqgguporp,0.2,0.2,0.2,0.2,0.2,Neutral
441,icrgf rumah belajar orang sabar latihan mental wkwkwk penakooot,0.000132,3.4e-05,3.4e-05,3.5e-05,3.2e-05,Happiness
442,ide nesia budi budaya pencapaian lewati tempaan berat tercapai mental sprti kerupuk,5e-05,6.8e-05,6.7e-05,5.3e-05,4.3e-05,Anger
443,idextratime marca deh mental pemilik pasang nya naseer ribut staf real madrid lol,0.17375,0.37125,0.17625,0.17375,0.18125,Anger
444,idextratime kiper terbaik ada mental ahahahhaa,0.01275,0.004188,0.005625,0.004094,0.00475,Happiness
445,idextratime mental strategi nya kaga bagu pochettino,0.2,0.2,0.2,0.2,0.2,Neutral
446,idextratime kayaknya kena mental mbape hattrick wkwk benzema,0.2,0.2,0.2,0.2,0.2,Neutral
447,idextratime ngaruh dilatih klopp mental pemainnya kek bakwan wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
448,idextratime sih mental pemainnya bingung tujuan pasang beli ramos pel xrk hur,0.057,0.1205,0.2045,0.151,0.0915,Fear
449,idextratime pasang pelatih pemain nya ada mental champions taun ada perubahan,0.2,0.2,0.2,0.2,0.2,Neutral
450,idextratime mbappe juara ucl real madrid tim mental juara dna ucl,0.2,0.2,0.2,0.2,0.2,Neutral
451,idextratime mending sejarah kuatin mental keteken,0.2,0.2,0.2,0.2,0.2,Neutral
452,idextratime navas mental juara ucl gacor refleks nya,0.2,0.2,0.2,0.2,0.2,Neutral
453,idextratime mental ucl,0.2,0.2,0.2,0.2,0.2,Neutral
454,idextratime mental ucl bohong,0.2,0.2,0.2,0.2,0.2,Neutral
455,idextratime mental berbicara asli,0.2,0.2,0.2,0.2,0.2,Neutral
456,idextratime mental comeback nih bosssssss tercomeback,0.2,0.2,0.2,0.2,0.2,Neutral
457,idextratime mental juara susah boss,3e-06,2e-06,2e-06,2e-06,3e-06,Happiness
458,idextratime mustahil mental,0.2,0.2,0.2,0.2,0.2,Neutral
459,idextratime nasser kontol benerin tuh mental pemain,0.2,0.2,0.2,0.2,0.2,Neutral
460,idextratime nyetak gol penyeimbang gayanya sepele beda mental,0.54,1.945,1.905,1.925,1.955,Disgust
461,idextratime kalah penalti final ucl kedepannya susah bangkit mental qjh crv,1e-06,1e-06,1e-06,1e-06,1e-06,Happiness
462,idextratime sepakat mental sih,0.2,0.2,0.2,0.2,0.2,Neutral
463,idextratime squad mewah mental kerupuk jangek awowkwowkwo,0.2,0.2,0.2,0.2,0.2,Neutral
464,idextratime susah kakak mental ucl mah mainya,1e-06,1e-06,1e-06,1e-06,1e-06,Happiness
465,idextratime wkwkw mental liga petani sok ngelawan ucl sepele maszehh,0.27,0.9725,0.9525,0.9625,0.9775,Disgust
466,idextratime wkwkwk kena mental nasser,0.2,0.2,0.2,0.2,0.2,Neutral
467,idextratime wkwkwk sebelah dibilang pelatih everton mentalnya mental juara,0.2,0.2,0.2,0.2,0.2,Neutral
468,idextratime wkwkwkwk madrid mental champions sob jan senang pasang ngegolin,0.015352,0.004766,0.00457,0.004648,0.004375,Happiness
469,ifaaatf hidup keras lembek mental park chanyeol xbb,0.006445,0.008672,0.008633,0.006836,0.005469,Anger
470,ikirizsky realmadrid aseli akhi mah tinggal mental,0.2,0.2,0.2,0.2,0.2,Neutral
471,ilyrsd mental aman,1e-06,0.0,0.0,0.0,0.0,Happiness
472,ilyyawzzn diuji mental kating xbb,0.2,0.2,0.2,0.2,0.2,Neutral
473,hengni hahaha mental aries ambi koreonya yah relate,0.2,0.2,0.2,0.2,0.2,Neutral
474,indomiekuah mengganggu mental,0.083125,0.21875,0.170625,0.19125,0.15125,Anger
475,imajinahssi capai mental misuh,0.2,0.2,0.2,0.2,0.2,Neutral
476,imdinus mata kuliah mah maret hanya mata kuliah kesehatan mental mingdep cqqpwymq,0.2,0.2,0.2,0.2,0.2,Neutral
477,imkyulii dih najis mental,0.64,1.15,0.97,0.97,1.85,Disgust
478,immagoodgirllll siapin mental,0.2,0.2,0.2,0.2,0.2,Neutral
479,imposingkeymas infotwitwor pernikahan dibawah umur mental cerai vqkcchhn,0.2,0.2,0.2,0.2,0.2,Neutral
480,imyourgiaa huhuhu mengumpulkan mental,0.2,0.2,0.2,0.2,0.2,Neutral
481,imyours iyaa semangat jaga kesehatan mental kamuu happy,0.2,0.2,0.2,0.2,0.2,Neutral
482,inaivatco urwande retno wiranti siapkan mental okta endingnya membagongkan,0.2,0.2,0.2,0.2,0.2,Neutral
483,inana iya hayoung kuat deh serius nonjok kitae ditempat nangis kena mental gila,0.002832,0.00375,0.003848,0.003594,0.00252,Fear
484,indomyfess nyiapin mental takut sesak nafas liat bujang rambut gondrong nya,0.0,0.0,0.0,0.0,0.0,
485,indomyfess nyiapin mental sender kek nya mental yupi seeehhhh xad,0.2,0.2,0.2,0.2,0.2,Neutral
486,indomyfess nyiapin mental paaling,0.2,0.2,0.2,0.2,0.2,Neutral
487,indomyfess nyiapin mental biar gila parah sih xad,0.2,0.2,0.2,0.2,0.2,Neutral
488,indomyfess nyiapin mental teriak xad xad takut kena marah orangtua xad xad xbb xbb xbb plisss senang nonton konser xad xad,0.030267,0.073711,0.057637,0.064525,0.051146,Anger
489,indomyfess nyiapin mental liat encim sabarrr sabarrr,0.2,0.2,0.2,0.2,0.2,Neutral
490,indomyfess nyiapin mental jantung biar mleyot xad xad,0.2,0.2,0.2,0.2,0.2,Neutral
491,indomyfess nyiapin mental jantung,0.2,0.2,0.2,0.2,0.2,Neutral
492,indomyfess nyiapin mental jiwa raga xad,0.2,0.2,0.2,0.2,0.2,Neutral
493,indomyfess nyiapin mental liat jas merah rambut kunciran xad,0.2,0.2,0.2,0.2,0.2,Neutral
494,indomyfess nyiapin mental liat story teman titik titik nonton konser bangtan,0.2,0.2,0.2,0.2,0.2,Neutral
495,indomyfess nyiapin mental min takutnya syokkk liat abs suami xad,0.0,0.0,0.0,0.0,0.0,
496,indomyfess nyiapin mental myy,0.2,0.2,0.2,0.2,0.2,Neutral
497,indomyfess nyiapin mental sender wlkwksjahag sabar xad xad xad xad xad xad,6.6e-05,1.7e-05,1.7e-05,1.7e-05,1.6e-05,Happiness
498,iniixc cepuin nya keributan sayang tontonan gratis dilewatkan arak kena mental manusia magadir,0.086875,0.185625,0.088125,0.086875,0.090625,Anger
499,iniixc iyaa mental guncang liat ketikan,0.2,0.2,0.2,0.2,0.2,Neutral
500,iniixc kaga balas mental sampah,0.2,0.2,0.2,0.2,0.2,Neutral
501,iniixc kaya kemarin siapin mental,0.2,0.2,0.2,0.2,0.2,Neutral
502,iniixc mental baja nih,0.2,0.2,0.2,0.2,0.2,Neutral
503,iniixc mental mental yupi kak,0.2,0.2,0.2,0.2,0.2,Neutral
504,iniixc mental sih deketin sksd terbukti ampuh,0.2,0.2,0.2,0.2,0.2,Neutral
505,iniixc kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
506,iniixc mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
507,inilabamanusia andalan nongol mental stabil nampaknya,0.2,0.2,0.2,0.2,0.2,Neutral
508,injangie kuatinn mental,0.2,0.2,0.2,0.2,0.2,Neutral
509,insandhaif kangdede erickthohir buang duit negara gaji orang komisaris mental preman,0.2,0.2,0.2,0.2,0.2,Neutral
510,instruvmen gistfara latihan siapin mental kayaknya budak cinta,0.2,0.2,0.2,0.2,0.2,Neutral
511,intakfess members intak foto pose nya gini kak tenang persiapkan mental,0.54,0.14,0.1375,0.1425,0.13,Happiness
512,intanazreni cederaa mental wehhh,0.2,0.2,0.2,0.2,0.2,Neutral
513,inter extra menang modal mental serie,0.2,0.2,0.2,0.2,0.2,Neutral
514,inter lolos sih seenggaknya nunjukkin mental bandel skuad seadaanya pasca ditinggal pemain binta lbvv vpcxk,0.64,1.15,0.97,0.97,1.85,Disgust
515,interclubindo menang anfield bekal berharga mental xaa,0.2,0.2,0.2,0.2,0.2,Neutral
516,interistalk yes kalah skor menang mental yuk fokus liga coppa,0.2,0.2,0.2,0.2,0.2,Neutral
517,interistierick idextratime iyah lolos puas permainan mental pemain pulih semenjak pfsvtfhrqp,0.795,0.3875,0.395,0.3225,0.315,Happiness
518,inveistor tanggal hanya siapin mental hahaha,0.2,0.2,0.2,0.2,0.2,Neutral
519,inyourl ove latihan mental ditinggal ayank,0.2,0.2,0.2,0.2,0.2,Neutral
520,ipb menfess dewasa usia sejalan dewasa mental,0.2,0.2,0.2,0.2,0.2,Neutral
521,iphonenyaandin mnc pictures lucunya sok iye kena mental gara gara skak mat gara gara kebdohanya,0.2,0.2,0.2,0.2,0.2,Neutral
522,iputuputras money merusak mental kesehatan kak,0.002598,0.006836,0.005332,0.005977,0.004727,Anger
523,irvinvizan fisik mental aman xad,0.0,0.0,0.0,0.0,0.0,
524,irvroom tanggal jadwalnya vel mental haha,0.2,0.2,0.2,0.2,0.2,Neutral
525,irwan panzer gosah nunggu malam tuy bikin mental ambyar,0.2,0.2,0.2,0.2,0.2,Neutral
526,irwan yah divhumas polri listyosigitp mahasiswa beragama mental keroyokan nyali ramai,0.17375,0.37125,0.17625,0.17375,0.18125,Anger
527,irwan yah berani ramai ramai mental kaum bangkeee,0.043437,0.092813,0.044062,0.043437,0.045312,Anger
528,iskandarishud aangangguan tretanmuslim emosinya flat energi negatifnya gampang mental,0.49,0.13875,0.14875,0.14375,0.13625,Happiness
529,ispeispewayae maksudnya nguras mental tuh urus penipuannya kakak capai urus penipuan iya sih pasit lewu,0.2,0.2,0.2,0.2,0.2,Neutral
530,its littlefingy aseultime jmetz jawa mental,0.2,0.2,0.2,0.2,0.2,Neutral
531,its yhoons deact huhu ups ups wkwk mental digituin loyo deact,0.2,0.2,0.2,0.2,0.2,Neutral
532,itsadjoks pensi moba pakk kuat mental wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
533,itsaranyatara mental sih hehe,0.2,0.2,0.2,0.2,0.2,Neutral
534,itsjjknunaa siapkan mental xab yrybfmvkmo,0.2,0.2,0.2,0.2,0.2,Neutral
535,itsjjknunaa kesehatan mental xad xad xad,0.2,0.2,0.2,0.2,0.2,Neutral
536,itsmenainaii wkwkwkw benefit ngekost sih kak mental aman wkwk,0.0,0.0,0.0,0.0,0.0,
537,itsmereenzzz badmintontalk gilaa shuttlecocknya mental bett wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
538,itsmexeline mlbbfess kenal mental har,0.2,0.2,0.2,0.2,0.2,Neutral
539,itsmexeline rhess yesterdaywasbad decxtro kena mental sih wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
540,itsmexeline kena mental bro,0.2,0.2,0.2,0.2,0.2,Neutral
541,itsnotchaa persiapkan gimana njir tugasnya xadoh maksudnya mental sksk,0.2,0.2,0.2,0.2,0.2,Neutral
542,itsurbabey mental aman kak,0.0,0.0,0.0,0.0,0.0,
543,itsyourbyyy mental sehat dibandingnkan materi,0.2,0.2,0.2,0.2,0.2,Neutral
544,itsyourgrane hapus bikin mental breakdown,0.2,0.2,0.2,0.2,0.2,Neutral
545,itxnotme susah cari  malang diterawang kartu mental xad kena mental duluan,0.0,0.0,0.0,0.0,0.0,
546,izaenn kena mental sih bikin orang sunda kesal non sunda kebingungan yjrvn ivql,0.0285,0.06025,0.10225,0.0755,0.04575,Fear
547,jacji pls omongan merubah mental bicara orang tuh dijaga,0.2,0.2,0.2,0.2,0.2,Neutral
548,jackthelover coachjustinl akuilahh madrid mental kill the game bilang gol jatuh langit,0.2,0.2,0.2,0.2,0.2,Neutral
549,jackthelover coachjustinl awas diblok akuin anceloti mental juara gamaen handle kakak umnisjp,0.2,0.2,0.2,0.2,0.2,Neutral
550,jaeeeforlyfe cakap siapkan mental ngestan brondong may xaa xaa xaa,0.2,0.2,0.2,0.2,0.2,Neutral
551,jaehyovr kenyamanan mental mending dicopot,0.51375,0.155,0.18375,0.16625,0.135,Happiness
552,jaehyunzlp sangattt mengguncang mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
553,jaehyvnsm takut orngnya kena mental wkwk xad xad xbb xbb,0.0,0.0,0.0,0.0,0.0,
554,jaeindayo mocchiatonim muthiastp kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
555,jaelarions jessjesselyn arktamafelix sukiideseu samblematah tanyakanrl gausa anak main mental xba xef,0.2,0.2,0.2,0.2,0.2,Neutral
556,jaeminacity nctzenbase siapin mental kak fann xaa xaa xaa,0.2,0.2,0.2,0.2,0.2,Neutral
557,jaeminiewispoo semoga beruntung yaaa kali beli kartu kesehatan mental,0.2,0.2,0.2,0.2,0.2,Neutral
558,jaeminophilexx siapkan mental saja  hati gonjang ganjing gakaruan,0.2,0.2,0.2,0.2,0.2,Neutral
559,jaemspiffy gapeduli kesehatan mental member sistem liat sistemnya seru ysfnaaomwa,0.2,0.2,0.2,0.2,0.2,Neutral
560,jaendrababyboy cere jae mental jae lawan nada anak jug rhwbuqu,0.2,0.2,0.2,0.2,0.2,Neutral
561,jaenuaryss sakit komis payment hidup via mental kesehatan,0.2,0.2,0.2,0.2,0.2,Neutral
562,jaeyunistars iye weh xad xad hope masuk mrsm jaga mental diaorang elok elok kawan susah vksys nnh,0.0,0.0,0.0,0.0,0.0,
563,jafirst fess mental yupi xad,0.2,0.2,0.2,0.2,0.2,Neutral
564,jaga nusantara vicjerz rrwt hehe war siapkan mental pakai kasar tdpceaabew,0.32,0.575,0.485,0.485,0.925,Disgust
565,jagerbabyyy ketik jempol sakit mental sistur,0.2,0.2,0.2,0.2,0.2,Neutral
566,jaiakas san lifetime solren arakora kodhi epovum enda mental kodhi madri pesikitu iruka,0.2,0.2,0.2,0.2,0.2,Neutral
567,jakagot wang mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
568,jake egk kuat mental mod sahabatt xad,0.2,0.2,0.2,0.2,0.2,Neutral
569,jakeeput wkwk mental unstan,0.2,0.2,0.2,0.2,0.2,Neutral
570,jakunfiraun ciumbrella mafiawasit wkwk kasih video pandji harga teman biar kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
571,jalbr ngatain kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
572,jamal efendy nicho silalahi kangdede erickthohir kemenbumn mental remuk,0.2,0.2,0.2,0.2,0.2,Neutral
573,jamal rizal mental healthnya montang manting maszehh,0.2,0.2,0.2,0.2,0.2,Neutral
574,jametcijantung bilang sibuk genshin mental utbk pindah akun ywxi rvhgp,0.2,0.2,0.2,0.2,0.2,Neutral
575,jangmi kakdee nothing proud mental kesehatan teruk hmm,0.2,0.2,0.2,0.2,0.2,Neutral
576,janmaotalai krmtroysuryo uji mahasiswa lulus depannya ngulang mental jhudrqcxte,0.2,0.2,0.2,0.2,0.2,Neutral
577,jaribanteta dibahasanya via jalur halu mental,0.2,0.2,0.2,0.2,0.2,Neutral
578,jarrrsss tar siapin mental ashernya berulah,0.2,0.2,0.2,0.2,0.2,Neutral
579,jarwokuat nama beliau kwat nya mental sii hehe,0.2,0.2,0.2,0.2,0.2,Neutral
580,jasjusssirsak nyiapin mental hati kim word daeil,0.2,0.2,0.2,0.2,0.2,Neutral
581,jauharsyh sbyfess mental komunikasi lancar terbuka percaya xbb,0.255,0.08375,0.1125,0.081875,0.095,Happiness
582,jauharsyh mental healthnya bagus yee xad,0.2,0.2,0.2,0.2,0.2,Neutral
583,jauharsyh tipss memperkuat mental healthh,0.2,0.2,0.2,0.2,0.2,Neutral
584,javamoccacino betapa hebat tugas menghancurkan mental maksudnya,0.665,1.75,1.365,1.53,1.21,Anger
585,javasea hrdbacot intern kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
586,jawijowo mengerikan akibat penjajahan pikiran perasaan mental ideologi anak bangsa indonesia saa hldg okdtw,0.2,0.2,0.2,0.2,0.2,Neutral
587,jaygfhere bicara menata mental kesehatan,0.2,0.2,0.2,0.2,0.2,Neutral
588,jayjayajaya temu orang gini mah auto blok set boundaries ngejaga mental kesehatan,0.2,0.2,0.2,0.2,0.2,Neutral
589,jbuniman mental netizen xad,0.2,0.2,0.2,0.2,0.2,Neutral
590,jcenno mental,0.2,0.2,0.2,0.2,0.2,Neutral
591,jchangmint yuonghunt selfolconvo hyunjaetbs kenalan tuh mental,0.2,0.2,0.2,0.2,0.2,Neutral
592,jcvoleyn positif thinking mental ngatain pakai akun xba xbb,0.2,0.2,0.2,0.2,0.2,Neutral
593,jeeechangmin upset tirah melibatkan mental takan anak gelak vlohrp,0.2,0.2,0.2,0.2,0.2,Neutral
594,jeenirubyjane namanya mental pengecut gila mental maling urusannya dosa takut,0.0,0.0,0.0,0.0,0.0,
595,jeffryharyanto risshadowss teiyongg areajulid kak mental mental realistis kritis masuk qlr rplx,0.2,0.2,0.2,0.2,0.2,Neutral
596,jefrimasuksurga idextratime martynziegler mental keyboard warrior wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
597,jefrinaldi bato abah syafniir caliak badan lai gadang mental mental karupuak agiah isi inyo bah syafniir,0.2,0.2,0.2,0.2,0.2,Neutral
598,jefrinaldi urang minang panakuik karano sabalum marantau mental kuaik jan digertak tukan hatov,0.2,0.2,0.2,0.2,0.2,Neutral
599,jefrinaldi mental tempe merantau malu orang minang tersenyum kecut balas pdgs,0.2,0.2,0.2,0.2,0.2,Neutral
600,jefrinaldi segitu mental ajo dirantau,0.2,0.2,0.2,0.2,0.2,Neutral
601,jei yong adik iki kena mental duluan nyenggol kakanya,0.2,0.2,0.2,0.2,0.2,Neutral
602,jejevalentines cari bikin kena mental xad xad xad xbc,0.2,0.2,0.2,0.2,0.2,Neutral
603,jejujiun nawaitu mental masi kuat mendem,0.2,0.2,0.2,0.2,0.2,Neutral
604,jek mental breakup membaca twit makan ceker enak sih taiscqxtvk,0.2,0.2,0.2,0.2,0.2,Neutral
605,jek mental kek setan merah,0.2,0.2,0.2,0.2,0.2,Neutral
606,jek mental bohong spesialis ucl,0.2,0.2,0.2,0.2,0.2,Neutral
607,jek mental madrid ada obat malam haji gacor hattrick,0.2,0.2,0.2,0.2,0.2,Neutral
608,jekaaa nya ngakandeul kandeul mental eta mah,0.2,0.2,0.2,0.2,0.2,Neutral
609,jekeeeyyyy hehe semangat capai istrahat capai mental jey break kdang jey hehe,0.2,0.2,0.2,0.2,0.2,Neutral
610,jellyforjinnie bts twt seokjin mode mode xba hoteu mental riro,0.2,0.2,0.2,0.2,0.2,Neutral
611,jembermfs apapun nichenya freelance menjanjikan atur keuangan menata pikiran mental olybhbmeud,0.2,0.2,0.2,0.2,0.2,Neutral
612,jembermfs seng gowo mental seng akeh sek,0.2,0.2,0.2,0.2,0.2,Neutral
613,jencoui bentar nyiapin mental,0.2,0.2,0.2,0.2,0.2,Neutral
614,jendxral kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
615,jenoiyt wkwkkw semangat mental fisik goes,0.2,0.2,0.2,0.2,0.2,Neutral
616,jenonoadht gavin sedia mental kuat,0.2,0.2,0.2,0.2,0.2,Neutral
617,jeonavia baca bahureksa siapin mental mood takut sengaruh kehidupan real life,0.0,0.0,0.0,0.0,0.0,
618,jeonb kawtuz lahmangiya txtdrmahasiswa contohnya mental hancur pol dikata katain lcdaedujtx,0.2,0.2,0.2,0.2,0.2,Neutral
619,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa berdoa mbak kuat mental nya bentuk niw khfiur,0.2,0.2,0.2,0.2,0.2,Neutral
620,jeonb wckygram kawtuz lahmangiya txtdrmahasiswa kakak mgkin sdm mental penjaj mxgl,0.2,0.2,0.2,0.2,0.2,Neutral
621,jeonb mental mental illness iya gara gara have face the reality that one the person that livin jfeabure,0.2,0.2,0.2,0.2,0.2,Neutral
622,jeonb semangat semoga dilancarkan urusan kekuatan mental lupa kal qnsujz scx,0.1275,0.041875,0.05625,0.040938,0.0475,Happiness
623,jeonbam kak mental meleyot ngalah ilalang rumah mbah loh,0.2,0.2,0.2,0.2,0.2,Neutral
624,jeonicestar cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,1.6e-05,5e-06,6e-06,5e-06,4e-06,Happiness
625,jeonnsha chave nice day lupa sarapan lupa jugaa siapin hati jantung mental konser soree,0.2,0.2,0.2,0.2,0.2,Neutral
626,jeonsworlds mental,0.2,0.2,0.2,0.2,0.2,Neutral
627,jeonyyeobeen mutualan blinks jel mental ill,0.2,0.2,0.2,0.2,0.2,Neutral
628,jepitnyaaldeba hahaha puas deh kuyang kena mental,0.3975,0.19375,0.1975,0.16125,0.1575,Happiness
629,jerichorlion mental sehat,0.2,0.2,0.2,0.2,0.2,Neutral
630,jeromepolin challenge bikin mental membaik kakak jer kekuar rumah liat ijo ijo lohayo fmi,0.006375,0.002094,0.002813,0.002047,0.002375,Happiness
631,jeromepolin nyiapin mental liat tsayat baper,0.2,0.2,0.2,0.2,0.2,Neutral
632,jesahyun hahaha niat ngeselin tantenya kasihan anaknya kena mental tuh,4e-06,1.3e-05,1.3e-05,1.5e-05,8e-06,Sadness
